datetime,open,high,low,close,volume
2024-02-02 22:00:00,1914.3,1934.58,1912.99,1928.56,956
2024-02-02 23:00:00,1928.56,1930.62,1916.1,1918.36,2377
2024-02-05 00:00:00,1907.25,1908.14,1899.58,1901.98,876
2024-02-05 01:00:00,1901.98,1903.53,1898.49,1900.68,1223
2024-02-05 02:00:00,1900.68,1901.56,1897.09,1899.41,1578
2024-02-05 03:00:00,1899.41,1900.79,1898.24,1898.25,1828
2024-02-05 04:00:00,1898.25,1901.22,1891.25,1891.46,991
2024-02-05 05:00:00,1891.46,1892.63,1890.37,1890.74,1014
2024-02-05 06:00:00,1890.74,1892.88,1890.19,1892.12,2497
2024-02-05 07:00:00,1892.12,1893.22,1890.86,1891.66,822
2024-02-05 08:00:00,1891.66,1907.44,1890.81,1903.19,4319
2024-02-05 09:00:00,1903.19,1907.98,1900.31,1907.33,3715
2024-02-05 10:00:00,1907.33,1908.8,1903.89,1906.54,2388
2024-02-05 11:00:00,1906.54,1910.66,1906.25,1907.76,2427
2024-02-05 12:00:00,1907.76,1908.16,1906.5,1907.83,2497
2024-02-05 13:00:00,1907.83,1908.93,1900.6,1900.84,4761
2024-02-05 14:00:00,1900.84,1924.8,1897.68,1923.18,4028
2024-02-05 15:00:00,1923.18,1936.34,1922.64,1930.77,3385
2024-02-05 16:00:00,1930.77,1932.26,1915.08,1919.86,6566
2024-02-05 17:00:00,1919.86,1933.56,1919.18,1932.44,4179
2024-02-05 18:00:00,1932.44,1934.33,1925.77,1929.36,2352
2024-02-05 19:00:00,1929.36,1933.29,1916.18,1916.92,1013
2024-02-05 20:00:00,1916.92,1919.25,1906.45,1909.72,1812
2024-02-05 21:00:00,1909.72,1915.84,1908.23,1913.14,1692
2024-02-05 22:00:00,1913.14,1916.86,1905.86,1906.72,1470
2024-02-05 23:00:00,1906.72,1920.01,1904.06,1914.59,2424
2024-02-06 00:00:00,1914.59,1914.7,1904.16,1906.75,1506
2024-02-06 01:00:00,1906.75,1918.97,1905.73,1917.52,990
2024-02-06 02:00:00,1917.52,1918.98,1912.16,1912.81,1832
2024-02-06 03:00:00,1912.81,1920.11,1912.06,1918.16,1628
2024-02-06 04:00:00,1918.16,1919.4,1916.76,1917.3,1316
2024-02-06 05:00:00,1917.3,1918.17,1916.67,1917.31,903
2024-02-06 06:00:00,1917.31,1920.03,1903.75,1904.74,1582
2024-02-06 07:00:00,1904.74,1906.0,1889.12,1892.34,2810
2024-02-06 08:00:00,1892.34,1892.49,1887.66,1891.2,3429
2024-02-06 09:00:00,1891.2,1893.95,1890.65,1892.12,2447
2024-02-06 10:00:00,1892.12,1893.8,1891.55,1892.34,3801
2024-02-06 11:00:00,1892.34,1893.34,1873.27,1875.01,2978
2024-02-06 12:00:00,1874.23,1875.45,1870.65,1874.04,3544
2024-02-06 13:00:00,1875.48,1877.8,1866.73,1867.24,4448
2024-02-06 14:00:00,1867.24,1870.54,1849.78,1854.42,3240
2024-02-06 15:00:00,1854.42,1858.39,1839.92,1843.58,4599
2024-02-06 16:00:00,1843.58,1856.69,1840.47,1853.74,2951
2024-02-06 17:00:00,1853.74,1854.31,1850.66,1851.76,1545
2024-02-06 18:00:00,1851.76,1864.14,1850.79,1859.49,1091
2024-02-06 19:00:00,1859.49,1868.11,1856.53,1863.36,2541
2024-02-06 20:00:00,1863.36,1868.97,1862.84,1868.31,2059
2024-02-06 21:00:00,1868.31,1877.48,1866.31,1877.08,2448
2024-02-06 22:00:00,1877.08,1879.56,1874.34,1874.98,2120
2024-02-06 23:00:00,1874.98,1880.19,1872.93,1877.73,884
2024-02-07 00:00:00,1877.73,1880.59,1877.66,1878.7,2001
2024-02-07 01:00:00,1878.7,1880.01,1874.7,1875.55,1144
2024-02-07 02:00:00,1875.55,1876.43,1869.7,1871.15,552
2024-02-07 03:00:00,1871.15,1878.4,1866.17,1877.94,1521
2024-02-07 04:00:00,1877.94,1880.56,1877.87,1879.43,1030
2024-02-07 05:00:00,1879.43,1892.26,1878.46,1891.47,759
2024-02-07 06:00:00,1890.87,1895.93,1887.07,1895.1,1995
2024-02-07 07:00:00,1895.1,1900.9,1892.37,1892.49,2371
2024-02-07 08:00:00,1892.49,1907.46,1891.19,1903.72,3508
2024-02-07 09:00:00,1903.72,1912.27,1903.65,1910.62,4822
2024-02-07 10:00:00,1910.62,1914.16,1898.67,1902.67,2811
2024-02-07 11:00:00,1902.67,1917.82,1900.73,1916.69,3380
2024-02-07 12:00:00,1916.69,1928.69,1916.36,1925.93,3717
2024-02-07 13:00:00,1925.93,1930.28,1925.37,1929.73,2255
2024-02-07 14:00:00,1929.73,1931.93,1917.72,1920.16,5611
2024-02-07 15:00:00,1920.16,1926.78,1913.84,1925.64,4937
2024-02-07 16:00:00,1925.64,1929.83,1923.07,1927.48,4869
2024-02-07 17:00:00,1926.7,1929.04,1921.91,1924.95,2566
2024-02-07 18:00:00,1924.95,1926.09,1920.89,1921.59,2688
2024-02-07 19:00:00,1921.59,1923.52,1913.6,1914.03,1447
2024-02-07 20:00:00,1914.03,1922.64,1910.46,1921.77,2671
2024-02-07 21:00:00,1921.77,1922.02,1912.76,1915.87,2011
2024-02-07 22:00:00,1915.87,1931.56,1915.4,1928.49,1000
2024-02-07 23:00:00,1928.49,1939.76,1928.21,1938.04,2243
2024-02-08 00:00:00,1938.04,1941.45,1937.77,1938.93,885
2024-02-08 01:00:00,1938.93,1941.32,1936.35,1937.66,892
2024-02-08 02:00:00,1937.66,1942.69,1936.51,1941.57,2185
2024-02-08 03:00:00,1941.57,1947.99,1940.6,1945.38,1578
2024-02-08 04:00:00,1945.38,1948.63,1944.26,1946.37,1909
2024-02-08 05:00:00,1946.37,1947.92,1944.57,1947.5,1187
2024-02-08 06:00:00,1947.5,1953.69,1942.57,1952.91,2143
2024-02-08 07:00:00,1952.91,1968.62,1951.2,1967.52,2472
2024-02-08 08:00:00,1967.52,1995.31,1966.21,1994.14,1941
2024-02-08 09:00:00,1994.14,1997.44,1989.52,1991.53,3980
2024-02-08 10:00:00,1991.53,1999.8,1990.92,1998.24,4640
2024-02-08 11:00:00,1998.24,2000.48,1994.65,1994.97,3318
2024-02-08 12:00:00,1994.97,2000.56,1994.16,1997.23,1091
2024-02-08 13:00:00,1997.23,2003.0,1995.32,1999.52,3895
2024-02-08 14:00:00,1999.52,2012.4,1997.99,2003.56,2717
2024-02-08 15:00:00,2003.56,2012.17,2000.1,2007.9,3222
2024-02-08 16:00:00,2007.9,2011.03,2002.72,2004.04,4594
2024-02-08 17:00:00,2004.04,2013.73,2002.74,2007.6,5287
2024-02-08 18:00:00,2007.6,2024.26,2006.58,2023.74,2616
2024-02-08 19:00:00,2023.74,2024.28,2018.66,2022.02,2131
2024-02-08 20:00:00,2022.02,2025.87,2018.14,2019.95,1268
2024-02-08 21:00:00,2019.95,2024.61,2019.37,2022.05,1735
2024-02-08 22:00:00,2022.05,2022.84,2010.29,2012.21,1844
2024-02-08 23:00:00,2012.21,2016.39,2011.69,2015.47,1195
2024-02-09 00:00:00,2015.47,2018.0,2013.39,2017.42,733
2024-02-09 01:00:00,2017.42,2018.73,2006.55,2006.98,1124
2024-02-09 02:00:00,2006.98,2009.51,2003.37,2005.42,1027
2024-02-09 03:00:00,2005.42,2005.67,1997.25,1999.58,583
2024-02-09 04:00:00,1999.58,2008.43,1999.28,2004.65,900
2024-02-09 05:00:00,2004.65,2004.93,2002.47,2002.78,1444
2024-02-09 06:00:00,2002.78,2003.3,1991.61,1994.68,1147
2024-02-09 07:00:00,1994.68,1996.71,1992.41,1995.44,2536
2024-02-09 08:00:00,1995.44,1997.36,1992.51,1994.18,3149
2024-02-09 09:00:00,1994.18,1994.98,1992.77,1992.85,2260
2024-02-09 10:00:00,1992.85,1993.5,1988.88,1993.3,1940
2024-02-09 11:00:00,1993.3,1994.77,1981.0,1982.92,1422
2024-02-09 12:00:00,1982.92,1985.75,1978.45,1980.39,2519
2024-02-09 13:00:00,1979.58,2002.13,1973.48,1997.01,3476
2024-02-09 14:00:00,1997.01,2009.21,1993.25,2008.24,2235
2024-02-09 15:00:00,2008.24,2027.48,2006.63,2026.67,2437
2024-02-09 16:00:00,2026.67,2029.83,2007.1,2008.19,5544
2024-02-09 17:00:00,2008.19,2014.05,1997.74,2003.45,5019
2024-02-09 18:00:00,2003.45,2004.53,1985.11,1985.74,1030
2024-02-09 19:00:00,1985.74,1993.87,1985.58,1992.53,1169
2024-02-09 20:00:00,1992.53,1999.39,1991.82,1998.07,2642
2024-02-09 21:00:00,1998.07,2001.1,1976.28,1982.32,2645
2024-02-09 22:00:00,1982.32,1984.37,1979.16,1982.89,1814
2024-02-09 23:00:00,1982.89,1987.02,1982.4,1983.5,2386
2024-02-12 00:00:00,1983.5,1994.4,1981.15,1993.71,1224
2024-02-12 01:00:00,1993.71,1996.55,1991.82,1995.43,1057
2024-02-12 02:00:00,1995.43,2002.74,1994.68,2002.56,1539
2024-02-12 03:00:00,2002.56,2006.45,1997.25,2000.96,778
2024-02-12 04:00:00,2000.96,2002.34,2000.16,2001.43,1330
2024-02-12 05:00:00,2001.43,2017.47,1998.59,2015.38,1227
2024-02-12 06:00:00,2015.38,2017.9,2013.67,2015.52,1478
2024-02-12 07:00:00,2015.52,2032.25,2012.64,2029.01,2638
2024-02-12 08:00:00,2029.01,2029.91,2026.2,2027.5,3846
2024-02-12 09:00:00,2027.5,2028.57,2023.33,2025.09,2354
2024-02-12 10:00:00,2025.09,2029.15,2011.86,2012.56,1796
2024-02-12 11:00:00,2012.56,2013.31,1998.48,2003.84,2888
2024-02-12 12:00:00,2003.84,2013.6,2002.61,2011.93,1615
2024-02-12 13:00:00,2012.64,2022.93,2012.2,2021.29,4774
2024-02-12 14:00:00,2021.29,2027.04,2016.21,2022.54,1539
2024-02-12 15:00:00,2022.54,2024.51,2019.68,2021.33,3297
2024-02-12 16:00:00,2021.33,2023.23,2016.11,2019.25,4541
2024-02-12 17:00:00,2019.25,2028.23,2017.51,2026.7,4228
2024-02-12 18:00:00,2026.7,2030.75,2013.44,2014.6,2879
2024-02-12 19:00:00,2014.6,2016.42,2003.85,2004.07,866
2024-02-12 20:00:00,2004.07,2007.32,2001.55,2005.4,2161
2024-02-12 21:00:00,2005.4,2007.16,1996.82,2000.01,2760
2024-02-12 22:00:00,2000.01,2014.01,1998.08,2013.48,979
2024-02-12 23:00:00,2013.48,2017.02,2008.73,2011.36,2739
2024-02-13 00:00:00,2011.36,2017.22,2010.72,2013.92,1099
2024-02-13 01:00:00,2013.92,2015.39,2009.27,2009.68,936
2024-02-13 02:00:00,2009.68,2009.78,1999.68,2000.35,951
2024-02-13 03:00:00,2000.35,2001.77,1997.44,1998.51,1415
2024-02-13 04:00:00,1999.15,2007.51,1989.78,1990.91,1343
2024-02-13 05:00:00,1990.91,1991.4,1984.21,1988.32,424
2024-02-13 06:00:00,1988.32,1996.36,1968.89,1971.33,2642
2024-02-13 07:00:00,1971.33,1976.17,1965.71,1971.9,1941
2024-02-13 08:00:00,1971.9,1976.96,1963.9,1968.11,3116
2024-02-13 09:00:00,1968.11,1981.97,1963.81,1979.08,2319
2024-02-13 10:00:00,1979.08,1979.71,1974.35,1977.81,3375
2024-02-13 11:00:00,1977.81,1981.34,1947.58,1951.31,2536
2024-02-13 12:00:00,1951.31,1969.57,1949.06,1969.32,3421
2024-02-13 13:00:00,1969.32,1970.7,1956.89,1964.05,5590
2024-02-13 14:00:00,1964.05,1984.62,1957.33,1980.77,5384
2024-02-13 15:00:00,1980.77,1983.51,1957.76,1963.61,2392
2024-02-13 16:00:00,1963.61,1974.77,1956.29,1958.38,7005
2024-02-13 17:00:00,1958.38,2005.68,1953.05,2002.31,4756
2024-02-13 18:00:00,2002.31,2016.16,2001.03,2009.56,2182
2024-02-13 19:00:00,2009.56,2010.48,1980.27,1986.2,1884
2024-02-13 20:00:00,1986.2,1996.83,1983.12,1990.76,1986
2024-02-13 21:00:00,1990.76,1998.6,1985.77,1989.72,1045
2024-02-13 22:00:00,1989.72,2002.56,1988.85,1997.24,2107
2024-02-13 23:00:00,1997.24,2022.17,1996.89,2018.36,2107
2024-02-14 00:00:00,2018.36,2033.13,2017.84,2026.21,1254
2024-02-14 01:00:00,2026.21,2034.14,2022.7,2032.16,2267
2024-02-14 02:00:00,2032.16,2048.88,2032.14,2046.26,868
2024-02-14 03:00:00,2046.26,2053.29,2046.06,2051.36,1209
2024-02-14 04:00:00,2051.36,2054.23,2039.34,2040.1,633
2024-02-14 05:00:00,2040.1,2041.7,2039.86,2040.08,580
2024-02-14 06:00:00,2040.08,2040.54,2025.09,2026.69,2885
2024-02-14 07:00:00,2026.69,2032.8,2025.04,2031.06,1410
2024-02-14 08:00:00,2031.06,2036.31,2006.04,2012.94,3151
2024-02-14 09:00:00,2012.94,2049.73,2012.58,2048.95,3458
2024-02-14 10:00:00,2048.95,2055.6,2047.13,2047.51,3728
2024-02-14 11:00:00,2047.51,2048.98,2037.89,2042.57,4648
2024-02-14 12:00:00,2042.57,2056.31,2037.35,2046.01,1643
2024-02-14 13:00:00,2046.01,2060.88,2044.03,2053.16,6480
2024-02-14 14:00:00,2053.16,2056.08,2047.21,2050.97,5540
2024-02-14 15:00:00,2050.97,2078.74,2049.51,2073.67,3971
2024-02-14 16:00:00,2073.67,2075.1,2033.28,2037.94,4372
2024-02-14 17:00:00,2037.94,2038.85,2025.3,2033.53,3208
2024-02-14 18:00:00,2033.53,2034.52,2015.12,2022.61,1989
2024-02-14 19:00:00,2022.1,2055.21,2018.11,2049.26,1676
2024-02-14 20:00:00,2049.26,2072.24,2045.38,2067.7,1780
2024-02-14 21:00:00,2067.7,2071.92,2044.08,2045.53,2734
2024-02-14 22:00:00,2045.53,2063.81,2041.54,2061.91,2748
2024-02-14 23:00:00,2061.91,2079.78,2056.17,2072.29,1166
2024-02-15 00:00:00,2072.29,2078.92,2067.23,2068.82,1890
2024-02-15 01:00:00,2068.82,2077.12,2061.72,2076.91,1490
2024-02-15 02:00:00,2076.48,2085.36,2068.98,2072.38,998
2024-02-15 03:00:00,2072.38,2073.55,2064.89,2067.14,633
2024-02-15 04:00:00,2067.14,2068.9,2063.8,2067.1,1797
2024-02-15 05:00:00,2067.1,2068.79,2054.15,2055.85,731
2024-02-15 06:00:00,2055.85,2068.68,2052.01,2063.78,1871
2024-02-15 07:00:00,2063.78,2064.61,2050.95,2052.49,2858
2024-02-15 08:00:00,2052.49,2070.98,2045.93,2064.37,3616
2024-02-15 09:00:00,2064.37,2070.26,2032.67,2036.19,4513
2024-02-15 10:00:00,2036.19,2042.7,2019.01,2025.27,4333
2024-02-15 11:00:00,2025.27,2025.88,2004.42,2009.31,3867
2024-02-15 12:00:00,2009.31,2011.27,2001.19,2002.83,4240
2024-02-15 13:00:00,2002.83,2006.49,1989.53,1997.36,4584
2024-02-15 14:00:00,1997.36,2004.74,1980.97,1985.93,2165
2024-02-15 15:00:00,1985.93,1990.36,1985.37,1989.54,3067
2024-02-15 16:00:00,1989.54,2008.14,1981.07,1999.76,4400
2024-02-15 17:00:00,1999.76,2025.87,1997.76,2023.84,5679
2024-02-15 18:00:00,2023.84,2034.41,2017.59,2029.63,2537
2024-02-15 19:00:00,2029.63,2033.61,2024.19,2025.83,1262
2024-02-15 20:00:00,2028.15,2030.61,1999.11,2001.17,1075
2024-02-15 21:00:00,2001.17,2005.3,1986.77,1988.07,2447
2024-02-15 22:00:00,1988.07,1993.41,1980.22,1986.68,1759
2024-02-15 23:00:00,1986.68,1987.77,1977.85,1979.9,2036
2024-02-16 00:00:00,1979.9,1980.27,1969.5,1971.83,986
2024-02-16 01:00:00,1971.83,1987.42,1970.29,1984.57,1428
2024-02-16 02:00:00,1984.57,1987.18,1984.49,1985.87,1004
2024-02-16 03:00:00,1985.87,1992.8,1984.95,1991.77,868
2024-02-16 04:00:00,1991.77,1992.06,1984.16,1984.68,1569
2024-02-16 05:00:00,1984.68,1989.18,1984.3,1986.85,1336
2024-02-16 06:00:00,1986.85,1994.19,1985.25,1990.15,2761
2024-02-16 07:00:00,1990.15,1990.31,1983.48,1985.8,1959
2024-02-16 08:00:00,1985.8,1988.89,1979.41,1979.66,2023
2024-02-16 09:00:00,1979.66,1979.97,1974.62,1975.37,2805
2024-02-16 10:00:00,1974.12,1975.79,1968.13,1968.56,2708
2024-02-16 11:00:00,1968.56,1981.9,1963.66,1978.2,4147
2024-02-16 12:00:00,1978.2,1980.76,1971.58,1973.81,1574
2024-02-16 13:00:00,1973.81,1995.93,1972.83,1994.06,2739
2024-02-16 14:00:00,1994.06,1994.39,1987.29,1992.47,6000
2024-02-16 15:00:00,1990.7,1991.44,1982.91,1987.1,2994
2024-02-16 16:00:00,1987.1,1994.93,1985.89,1993.97,2453
2024-02-16 17:00:00,1993.97,2001.61,1975.57,1979.71,5534
2024-02-16 18:00:00,1979.71,1982.68,1966.78,1971.08,929
2024-02-16 19:00:00,1971.08,1972.69,1966.44,1966.54,2847
2024-02-16 20:00:00,1966.54,1972.07,1952.1,1953.02,974
2024-02-16 21:00:00,1953.02,1953.81,1941.43,1947.37,1948
2024-02-16 22:00:00,1947.37,1971.78,1944.72,1965.59,1390
2024-02-16 23:00:00,1965.59,1966.61,1959.42,1961.09,2393
2024-02-19 00:00:00,1961.09,1961.36,1958.06,1958.75,933
2024-02-19 01:00:00,1958.75,1960.53,1950.92,1951.44,879
2024-02-19 02:00:00,1951.44,1953.28,1943.38,1944.09,1023
2024-02-19 03:00:00,1944.09,1945.74,1939.56,1941.97,995
2024-02-19 04:00:00,1941.97,1946.85,1941.03,1945.72,583
2024-02-19 05:00:00,1945.72,1947.71,1940.05,1941.31,1586
2024-02-19 06:00:00,1939.82,1946.33,1936.79,1946.18,2359
2024-02-19 07:00:00,1946.18,1956.35,1944.71,1955.3,2027
2024-02-19 08:00:00,1955.3,1962.34,1953.31,1959.83,2359
2024-02-19 09:00:00,1959.83,1962.64,1949.68,1953.16,3646
2024-02-19 10:00:00,1953.16,1967.52,1952.95,1965.02,2412
2024-02-19 11:00:00,1965.02,1987.67,1961.48,1983.45,2500
2024-02-19 12:00:00,1983.45,1987.62,1966.17,1968.73,2471
2024-02-19 13:00:00,1968.73,2005.98,1967.56,2003.58,2511
2024-02-19 14:00:00,2003.58,2007.81,2003.56,2007.58,5798
2024-02-19 15:00:00,2007.58,2030.54,2007.17,2023.53,5135
2024-02-19 16:00:00,2023.53,2025.89,2022.37,2023.22,3918
2024-02-19 17:00:00,2023.22,2025.67,2019.14,2020.53,5321
2024-02-19 18:00:00,2020.53,2023.39,2010.8,2013.94,1705
2024-02-19 19:00:00,2013.94,2017.11,2011.19,2013.4,900
2024-02-19 20:00:00,2013.4,2015.98,2012.91,2014.08,2226
2024-02-19 21:00:00,2014.08,2016.73,2000.93,2003.48,2653
2024-02-19 22:00:00,2003.48,2007.53,2002.38,2005.5,1473
2024-02-19 23:00:00,2005.5,2005.81,1995.62,1996.85,2692
2024-02-20 00:00:00,1996.85,2003.15,1994.65,2002.78,932
2024-02-20 01:00:00,2002.78,2003.71,1999.15,1999.75,875
2024-02-20 02:00:00,1999.75,2000.3,1989.05,1989.7,1330
2024-02-20 03:00:00,1989.7,1991.55,1980.95,1982.55,1548
2024-02-20 04:00:00,1982.55,1983.35,1973.86,1974.7,833
2024-02-20 05:00:00,1974.7,1975.21,1973.2,1974.39,938
2024-02-20 06:00:00,1974.39,1976.08,1963.57,1965.07,839
2024-02-20 07:00:00,1965.07,1966.51,1963.17,1964.16,2814
2024-02-20 08:00:00,1964.16,1964.2,1954.02,1956.8,2434
2024-02-20 09:00:00,1956.8,1958.93,1955.86,1956.14,3666
2024-02-20 10:00:00,1956.14,1957.58,1946.97,1947.18,3983
2024-02-20 11:00:00,1947.18,1949.64,1941.53,1943.42,3587
2024-02-20 12:00:00,1943.42,1962.06,1942.79,1961.62,3838
2024-02-20 13:00:00,1961.62,1964.17,1952.88,1954.42,4544
2024-02-20 14:00:00,1954.42,1954.66,1935.01,1939.84,7225
2024-02-20 15:00:00,1939.84,1940.73,1923.81,1929.77,2903
2024-02-20 16:00:00,1929.77,1931.25,1915.5,1916.71,2871
2024-02-20 17:00:00,1916.71,1917.63,1908.28,1908.98,6549
2024-02-20 18:00:00,1908.98,1909.53,1902.82,1905.77,1181
2024-02-20 19:00:00,1905.77,1907.13,1896.84,1898.75,1692
2024-02-20 20:00:00,1898.75,1900.57,1898.7,1900.12,1334
2024-02-20 21:00:00,1900.12,1906.41,1898.01,1905.68,2682
2024-02-20 22:00:00,1905.81,1907.83,1904.04,1907.74,1340
2024-02-20 23:00:00,1907.74,1915.2,1906.42,1914.32,1137
2024-02-21 00:00:00,1914.32,1916.41,1913.7,1914.7,1005
2024-02-21 01:00:00,1914.7,1915.88,1912.64,1913.43,1058
2024-02-21 02:00:00,1913.43,1916.26,1913.13,1915.93,1032
2024-02-21 03:00:00,1915.93,1917.52,1910.6,1912.05,883
2024-02-21 04:00:00,1912.05,1912.61,1904.58,1905.52,1088
2024-02-21 05:00:00,1905.52,1905.98,1900.79,1901.07,829
2024-02-21 06:00:00,1901.07,1901.19,1897.82,1898.51,1967
2024-02-21 07:00:00,1898.51,1903.88,1897.86,1901.95,2887
2024-02-21 08:00:00,1901.95,1902.29,1893.45,1894.64,3016
2024-02-21 09:00:00,1894.64,1898.54,1877.9,1878.23,1919
2024-02-21 10:00:00,1878.23,1883.11,1873.14,1874.04,1328
2024-02-21 11:00:00,1874.04,1877.09,1873.55,1875.16,4735
2024-02-21 12:00:00,1875.16,1875.56,1869.35,1869.92,1692
2024-02-21 13:00:00,1869.92,1872.67,1859.05,1862.15,1936
2024-02-21 14:00:00,1862.15,1863.11,1861.49,1861.98,1854
2024-02-21 15:00:00,1861.98,1871.03,1861.59,1869.78,4491
2024-02-21 16:00:00,1869.78,1872.66,1869.45,1870.97,2914
2024-02-21 17:00:00,1871.24,1874.03,1862.95,1865.08,3538
2024-02-21 18:00:00,1865.08,1869.32,1862.66,1867.34,1272
2024-02-21 19:00:00,1867.34,1868.26,1861.45,1861.52,2368
2024-02-21 20:00:00,1861.52,1868.18,1861.41,1867.31,2517
2024-02-21 21:00:00,1867.31,1868.05,1857.28,1858.28,1289
2024-02-21 22:00:00,1858.28,1861.02,1847.2,1851.34,1082
2024-02-21 23:00:00,1851.34,1852.77,1847.8,1849.39,2311
2024-02-22 00:00:00,1849.39,1852.87,1847.84,1851.34,2253
2024-02-22 01:00:00,1851.34,1853.79,1850.74,1852.19,442
2024-02-22 02:00:00,1852.19,1860.95,1850.18,1859.23,909
2024-02-22 03:00:00,1859.23,1859.25,1856.95,1858.81,493
2024-02-22 04:00:00,1858.81,1860.1,1856.33,1858.22,717
2024-02-22 05:00:00,1858.22,1859.76,1857.99,1859.44,1005
2024-02-22 06:00:00,1859.44,1862.05,1855.88,1856.43,1105
2024-02-22 07:00:00,1856.43,1861.52,1855.63,1860.07,2086
2024-02-22 08:00:00,1860.07,1863.83,1859.82,1863.35,1619
2024-02-22 09:00:00,1863.35,1867.62,1861.16,1866.9,1765
2024-02-22 10:00:00,1866.9,1877.38,1866.69,1877.05,1641
2024-02-22 11:00:00,1877.05,1895.71,1876.82,1893.31,1565
2024-02-22 12:00:00,1893.31,1899.75,1891.02,1898.11,1772
2024-02-22 13:00:00,1898.11,1906.18,1898.0,1904.25,2112
2024-02-22 14:00:00,1904.25,1907.88,1893.64,1898.35,5976
2024-02-22 15:00:00,1898.35,1902.59,1897.12,1902.28,3786
2024-02-22 16:00:00,1902.28,1910.05,1900.16,1905.53,4311
2024-02-22 17:00:00,1905.53,1909.84,1901.2,1904.24,2188
2024-02-22 18:00:00,1904.24,1904.78,1899.91,1901.61,2390
2024-02-22 19:00:00,1901.61,1901.84,1896.34,1896.85,2732
2024-02-22 20:00:00,1896.85,1896.86,1889.43,1891.42,1891
2024-02-22 21:00:00,1891.42,1897.22,1888.58,1895.14,2390
2024-02-22 22:00:00,1895.14,1896.01,1889.06,1891.61,2269
2024-02-22 23:00:00,1891.61,1895.49,1882.94,1884.94,1571
2024-02-23 00:00:00,1884.94,1885.21,1881.86,1882.01,507
2024-02-23 01:00:00,1882.01,1882.26,1882.0,1882.08,1171
2024-02-23 02:00:00,1882.08,1884.91,1881.86,1883.15,2199
2024-02-23 03:00:00,1883.15,1883.57,1878.06,1878.86,1073
2024-02-23 04:00:00,1878.86,1880.75,1877.82,1879.99,1106
